model,Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%
M1_triple_diff_2019_2026,treated:workday,16.714983725829086,1.9171288812780718,8.718758498221511,5.551115123125783e-15,12.926289773222713,20.50367767843546
M1_triple_diff_2019_2026,treated:regime_on,9.380050053719332,1.811666256182173,5.177581699560074,7.269819768396246e-07,5.7997748536698825,12.960325253768781
M1_triple_diff_2019_2026,treated:workday:regime_on,-2.8160868610374274,1.702198468508451,-1.65438220814816,0.10018357344535245,-6.180028172836162,0.5478544507613075
M1b_era_ON_2022plus,treated:workday,15.099361040143899,1.5347434473100907,9.838361627546414,0.0,12.066349918977338,18.13237216131046
